variable,Year,STATION_ID,MAY_OCT_AVG
SECCHI_DEPTH,2014,2-JKS046.40,3.2
SECCHI_DEPTH,2017,2-JKS046.40,2.9833333333333334
SECCHI_DEPTH,2018,2-JKS046.40,3
SECCHI_DEPTH,2021,2-JKS046.40,2.95
SECCHI_DEPTH,2022,2-JKS046.40,3.55
SECCHI_DEPTH,1997,2-JKS048.90,1.9666666666666668
SECCHI_DEPTH,1998,2-JKS048.90,2.8666666666666667
SECCHI_DEPTH,1999,2-JKS048.90,2.54
SECCHI_DEPTH,2001,2-JKS048.90,2.7
SECCHI_DEPTH,2002,2-JKS048.90,2.075
SECCHI_DEPTH,2004,2-JKS048.90,2.6
SECCHI_DEPTH,2007,2-JKS048.90,2.0666666666666664
SECCHI_DEPTH,2009,2-JKS048.90,2.716666666666667
SECCHI_DEPTH,2013,2-JKS048.90,2.9
SECCHI_DEPTH,2014,2-JKS048.90,2.3
SECCHI_DEPTH,2017,2-JKS048.90,2.3
SECCHI_DEPTH,2018,2-JKS048.90,2.6
SECCHI_DEPTH,2021,2-JKS048.90,2.35
SECCHI_DEPTH,2022,2-JKS048.90,2.9166666666666665
SECCHI_DEPTH,1997,2-JKS053.48,1.4666666666666666
SECCHI_DEPTH,1998,2-JKS053.48,1.2
SECCHI_DEPTH,1999,2-JKS053.48,1.5666666666666667
SECCHI_DEPTH,2001,2-JKS053.48,2.04
SECCHI_DEPTH,2002,2-JKS053.48,0.9666666666666667
SECCHI_DEPTH,2004,2-JKS053.48,1.28
SECCHI_DEPTH,2007,2-JKS053.48,0.8200000000000001
SECCHI_DEPTH,2009,2-JKS053.48,1.8666666666666667
SECCHI_DEPTH,2013,2-JKS053.48,1.28
SECCHI_DEPTH,2014,2-JKS053.48,0.8833333333333333
SECCHI_DEPTH,2017,2-JKS053.48,1.2666666666666666
SECCHI_DEPTH,2018,2-JKS053.48,1.4
SECCHI_DEPTH,2021,2-JKS053.48,1.15
SECCHI_DEPTH,2022,2-JKS053.48,1.58
SECCHI_DEPTH,1980,2-LCN000.20,1.38
SECCHI_DEPTH,2003,2-LCN000.20,0.85
SECCHI_DEPTH,2008,2-LCN000.20,1.1666666666666667
SECCHI_DEPTH,2009,2-LCN000.20,1.0166666666666666
SECCHI_DEPTH,2012,2-LCN000.20,0.9
SECCHI_DEPTH,2015,2-LCN000.20,0.9833333333333334
SECCHI_DEPTH,2018,2-LCN000.20,1.0833333333333333
SECCHI_DEPTH,2021,2-LCN000.20,1.1666666666666667
SECCHI_DEPTH,2004,2-LDJ000.62,1.2
SECCHI_DEPTH,2008,2-LDJ000.62,1.1166666666666667
SECCHI_DEPTH,2009,2-LDJ000.62,1.4666666666666668
SECCHI_DEPTH,2013,2-LDJ000.62,1.65
SECCHI_DEPTH,2014,2-LDJ000.62,1.1833333333333333
SECCHI_DEPTH,2019,2-LDJ000.62,0.8666666666666667
SECCHI_DEPTH,2021,2-LDJ000.62,0.8333333333333334
SECCHI_DEPTH,2002,2-LHR001.76,0.8
SECCHI_DEPTH,2010,2-LHR001.76,1.2833333333333332
SECCHI_DEPTH,2013,2-LHR001.76,1.4833333333333334
SECCHI_DEPTH,2016,2-LHR001.76,1.55
SECCHI_DEPTH,2019,2-LHR001.76,1.6166666666666667
SECCHI_DEPTH,2022,2-LHR001.76,1.1600000000000001
SECCHI_DEPTH,2002,2-LHR002.56,0.7333333333333334
SECCHI_DEPTH,2010,2-LHR002.56,1.3
SECCHI_DEPTH,2013,2-LHR002.56,1.5666666666666667
SECCHI_DEPTH,2016,2-LHR002.56,1.1166666666666667
SECCHI_DEPTH,2019,2-LHR002.56,1.4833333333333334
SECCHI_DEPTH,2022,2-LHR002.56,1.08
SECCHI_DEPTH,2001,2-LMD000.02,1.1
SECCHI_DEPTH,2007,2-LMD000.02,1.1
SECCHI_DEPTH,2009,2-LMD000.02,1.05
SECCHI_DEPTH,2012,2-LMD000.02,1.2333333333333334
SECCHI_DEPTH,2015,2-LMD000.02,1.4166666666666667
SECCHI_DEPTH,2018,2-LMD000.02,1.4333333333333333
SECCHI_DEPTH,2021,2-LMD000.02,1.3166666666666667
SECCHI_DEPTH,2001,2-LMD001.41,1.1
SECCHI_DEPTH,2007,2-LMD001.41,1.0857142857142856
SECCHI_DEPTH,2009,2-LMD001.41,1.05
SECCHI_DEPTH,2012,2-LMD001.41,0.9833333333333334
SECCHI_DEPTH,2015,2-LMD001.41,1.3
SECCHI_DEPTH,2018,2-LMD001.41,1.4166666666666665
SECCHI_DEPTH,2021,2-LMD001.41,1.2666666666666666
SECCHI_DEPTH,2001,2-LPR000.02,1.4333333333333333
SECCHI_DEPTH,2007,2-LPR000.02,1.5333333333333332
SECCHI_DEPTH,2009,2-LPR000.02,1.15
SECCHI_DEPTH,2012,2-LPR000.02,1.22
SECCHI_DEPTH,2015,2-LPR000.02,1.4
SECCHI_DEPTH,2018,2-LPR000.02,1.2666666666666666
SECCHI_DEPTH,2021,2-LPR000.02,1.3599999999999999
SECCHI_DEPTH,2004,2-LSL000.04,0.6833333333333333
SECCHI_DEPTH,2008,2-LSL000.04,0.8166666666666667
SECCHI_DEPTH,2011,2-LSL000.04,0.66
SECCHI_DEPTH,2014,2-LSL000.04,0.5166666666666666
SECCHI_DEPTH,2017,2-LSL000.04,0.9
SECCHI_DEPTH,2022,2-LSL000.04,0.5666666666666667
SECCHI_DEPTH,2004,2-LSL000.16,3.1
SECCHI_DEPTH,2008,2-LSL000.16,2.4833333333333334
SECCHI_DEPTH,2011,2-LSL000.16,2.78
SECCHI_DEPTH,2014,2-LSL000.16,1.9166666666666667
SECCHI_DEPTH,2017,2-LSL000.16,2.75
SECCHI_DEPTH,2022,2-LSL000.16,2.066666666666667
SECCHI_DEPTH,2004,2-LSL000.20,1.2333333333333334
SECCHI_DEPTH,2008,2-LSL000.20,1.6333333333333333
SECCHI_DEPTH,2011,2-LSL000.20,1.76
SECCHI_DEPTH,2014,2-LSL000.20,2.1333333333333333
SECCHI_DEPTH,2017,2-LSL000.20,1.3333333333333333
SECCHI_DEPTH,2022,2-LSL000.20,2.125
SECCHI_DEPTH,2004,2-LTL001.20,2.966666666666667
SECCHI_DEPTH,2009,2-LTL001.20,2.8166666666666664
SECCHI_DEPTH,2010,2-LTL001.20,2.9833333333333334
SECCHI_DEPTH,2015,2-LTL001.20,2.68
SECCHI_DEPTH,2016,2-LTL001.20,3.18
SECCHI_DEPTH,2021,2-LTL001.20,2.3666666666666667
SECCHI_DEPTH,2022,2-LTL001.20,2.6666666666666665
SECCHI_DEPTH,2004,2-LTL001.60,3.1333333333333333
SECCHI_DEPTH,2009,2-LTL001.60,2.8
SECCHI_DEPTH,2010,2-LTL001.60,2.966666666666667
SECCHI_DEPTH,2015,2-LTL001.60,2.8200000000000003
SECCHI_DEPTH,2016,2-LTL001.60,3.1
SECCHI_DEPTH,2004,2-LTL002.46,2.8833333333333333
SECCHI_DEPTH,2009,2-LTL002.46,2.7
SECCHI_DEPTH,2010,2-LTL002.46,2.933333333333333
SECCHI_DEPTH,2015,2-LTL002.46,2.7600000000000002
SECCHI_DEPTH,2016,2-LTL002.46,2.86
SECCHI_DEPTH,2021,2-LTL002.46,2.2333333333333334
SECCHI_DEPTH,2022,2-LTL002.46,2.5833333333333335
SECCHI_DEPTH,2004,2-MBN000.96,1
SECCHI_DEPTH,2008,2-MBN000.96,1.3428571428571427
SECCHI_DEPTH,2009,2-MBN000.96,1.3499999999999999
SECCHI_DEPTH,2011,2-MBN000.96,1.1166666666666667
SECCHI_DEPTH,2013,2-MBN000.96,1.3333333333333333
SECCHI_DEPTH,2015,2-MBN000.96,0.9833333333333334
SECCHI_DEPTH,2017,2-MBN000.96,1.1833333333333333
SECCHI_DEPTH,2018,2-MBN000.96,0.92
SECCHI_DEPTH,2022,2-MBN000.96,1.02
SECCHI_DEPTH,2006,2-MIN000.98,1.8666666666666667
SECCHI_DEPTH,2011,2-MIN000.98,1.2833333333333334
SECCHI_DEPTH,2012,2-MIN000.98,0.9600000000000001
SECCHI_DEPTH,2017,2-MIN000.98,0.8333333333333334
SECCHI_DEPTH,2018,2-MIN000.98,0.6666666666666666
SECCHI_DEPTH,2023,2-MIN000.98,0.9833333333333334
SECCHI_DEPTH,2001,2-MNR014.50,2.58
SECCHI_DEPTH,2007,2-MNR014.50,3.216666666666667
SECCHI_DEPTH,2013,2-MNR014.50,3.216666666666667
SECCHI_DEPTH,2014,2-MNR014.50,2.5666666666666664
SECCHI_DEPTH,2019,2-MNR014.50,3.2
SECCHI_DEPTH,2020,2-MNR014.50,2.84
SECCHI_DEPTH,2001,2-NWB002.93,1.4333333333333333
SECCHI_DEPTH,2007,2-NWB002.93,1.0833333333333333
SECCHI_DEPTH,2009,2-NWB002.93,1.2666666666666666
SECCHI_DEPTH,2012,2-NWB002.93,1.3800000000000001
SECCHI_DEPTH,2015,2-NWB002.93,1.3666666666666667
SECCHI_DEPTH,2018,2-NWB002.93,1.2833333333333332
SECCHI_DEPTH,2021,2-NWB002.93,1.2
SECCHI_DEPTH,2001,2-NWB004.67,1.5
SECCHI_DEPTH,2007,2-NWB004.67,1.2
SECCHI_DEPTH,2009,2-NWB004.67,1.2833333333333334
SECCHI_DEPTH,2012,2-NWB004.67,1.32
SECCHI_DEPTH,2015,2-NWB004.67,1.45
SECCHI_DEPTH,2018,2-NWB004.67,1.35
SECCHI_DEPTH,2021,2-NWB004.67,1.28
SECCHI_DEPTH,2001,2-NWB006.06,1.4666666666666668
SECCHI_DEPTH,2007,2-NWB006.06,1.1833333333333333
SECCHI_DEPTH,2009,2-NWB006.06,1.35
SECCHI_DEPTH,2012,2-NWB006.06,1.34
SECCHI_DEPTH,2015,2-NWB006.06,1.5
SECCHI_DEPTH,2018,2-NWB006.06,1.5
SECCHI_DEPTH,2021,2-NWB006.06,1.26
SECCHI_DEPTH,2003,2-NWB007.04,1.22
SECCHI_DEPTH,2010,2-NWB007.04,1.2
SECCHI_DEPTH,2013,2-NWB007.04,1.3333333333333333
SECCHI_DEPTH,2016,2-NWB007.04,1.1666666666666667
SECCHI_DEPTH,2019,2-NWB007.04,1.28
SECCHI_DEPTH,2022,2-NWB007.04,1.8333333333333333
SECCHI_DEPTH,1980,2-PKC001.84,1.1
SECCHI_DEPTH,2003,2-PKC001.84,1.1166666666666667
SECCHI_DEPTH,2009,2-PKC001.84,1.2666666666666666
SECCHI_DEPTH,2012,2-PKC001.84,1.2333333333333334
SECCHI_DEPTH,2015,2-PKC001.84,1.25
SECCHI_DEPTH,2018,2-PKC001.84,0.96
SECCHI_DEPTH,2021,2-PKC001.84,1.1833333333333333
SECCHI_DEPTH,2002,2-POL017.59,2.3
SECCHI_DEPTH,2004,2-POL017.59,2.88
SECCHI_DEPTH,2005,2-POL017.59,2.75
SECCHI_DEPTH,2009,2-POL017.59,3.075
SECCHI_DEPTH,2010,2-POL017.59,2.6
SECCHI_DEPTH,2015,2-POL017.59,1.9
SECCHI_DEPTH,2016,2-POL017.59,2.1
SECCHI_DEPTH,2017,2-POL017.59,1.74
SECCHI_DEPTH,2018,2-POL017.59,1.9833333333333332
SECCHI_DEPTH,2019,2-POL017.59,2.32
SECCHI_DEPTH,2021,2-POL017.59,1.6166666666666667
SECCHI_DEPTH,2022,2-POL017.59,2.5833333333333335
SECCHI_DEPTH,2003,2-RRS003.59,1.54
SECCHI_DEPTH,2009,2-RRS003.59,2.1333333333333333
SECCHI_DEPTH,2010,2-RRS003.59,2.3166666666666664
SECCHI_DEPTH,2015,2-RRS003.59,1.8333333333333335
SECCHI_DEPTH,2016,2-RRS003.59,1.9666666666666668
SECCHI_DEPTH,2021,2-RRS003.59,1.6333333333333333
SECCHI_DEPTH,2022,2-RRS003.59,1.48
SECCHI_DEPTH,2003,2-RRS005.62,1.3
SECCHI_DEPTH,2009,2-RRS005.62,2.0166666666666666
SECCHI_DEPTH,2010,2-RRS005.62,1.9
SECCHI_DEPTH,2015,2-RRS005.62,1.3
SECCHI_DEPTH,2016,2-RRS005.62,1.2333333333333334
SECCHI_DEPTH,2021,2-RRS005.62,1.0666666666666667
SECCHI_DEPTH,2022,2-RRS005.62,1.26
SECCHI_DEPTH,2004,2-SDY004.27,0.95
SECCHI_DEPTH,2008,2-SDY004.27,1.3571428571428572
SECCHI_DEPTH,2009,2-SDY004.27,1.4166666666666667
SECCHI_DEPTH,2011,2-SDY004.27,1.15
SECCHI_DEPTH,2013,2-SDY004.27,1.2833333333333334
SECCHI_DEPTH,2015,2-SDY004.27,1.05
SECCHI_DEPTH,2017,2-SDY004.27,1.15
SECCHI_DEPTH,2018,2-SDY004.27,0.96
