Variable,STATION_ID,Month,Mean,Min,Max,Nobs,key,model_slope,model_MAD,model_pval,model_intercept
SECCHI_DEPTH,2-JKS044.60,6,3.5416666666666665,2.3,5.5,14,2-JKS044.60_6,0.07590909090909091,0.03459400000000001,0.006780347000164037,-149.49454545454546
SECCHI_DEPTH,2-JKS044.60,7,3.566666666666667,2.5,4.9,15,2-JKS044.60_7,0.09960784313725489,0.025997411764705925,9.765625000000007e-4,-196.42196078431368
SECCHI_DEPTH,2-JKS044.60,8,3.3615384615384616,2,4.5,16,2-JKS044.60_8,0.005131578947368426,0.007608078947368428,0.22127181567246965,-6.770921052631584
SECCHI_DEPTH,2-JKS044.60,9,3.5083333333333333,2.7,4.1,12,2-JKS044.60_9,-0.05277777777777777,0.016049387254901955,0.0038398001324249967,109.73055555555551
SECCHI_DEPTH,2-JKS044.60,10,3.475,2.5,4.1,17,2-JKS044.60_10,-0.04353146853146853,0.01862202898550725,0.03417968750000002,91.06555944055944
SECCHI_DEPTH,2-JKS046.40,5,2.5083333333333333,1.9,3.3,16,2-JKS046.40_5,0.024999999999999994,0.012355000000000022,0.002506841661528247,-48.05000000000001
SECCHI_DEPTH,2-JKS046.40,6,3.275,2.2,5,14,2-JKS046.40_6,0.04230769230769231,0.040771499999999995,0.010757133119789637,-81.78846153846153
SECCHI_DEPTH,2-JKS046.40,7,3.3230769230769233,2.2,5.2,15,2-JKS046.40_7,0.08095238095238097,0.028240000000000043,2.4414062500000016e-4,-159.1619047619048
SECCHI_DEPTH,2-JKS046.40,8,3.0307692307692307,2.1,4.1,16,2-JKS046.40_8,0.01964285714285716,0.017381413043478275,0.021484375000000014,-36.42321428571434
SECCHI_DEPTH,2-JKS046.40,9,3.1083333333333334,2.3,4.1,12,2-JKS046.40_9,-0.016111111111111125,0.05002879710144929,0.19536693789564955,35.386666666666734
SECCHI_DEPTH,2-JKS046.40,10,2.953846153846154,2.1,3.9,17,2-JKS046.40_10,-0.0641025641025641,0.022789222672064773,0.021484375000000014,131.9615384615384
SECCHI_DEPTH,2-JKS048.90,5,2.2,1.6,3,16,2-JKS048.90_5,0,0.018179499999999984,0.6834809022014257,2
SECCHI_DEPTH,2-JKS048.90,6,2.827272727272727,2,4.1,13,2-JKS048.90_6,-0.00277777777777778,0.03912416666666668,0.9658203124999999,8.252777777777778
SECCHI_DEPTH,2-JKS048.90,7,2.6615384615384614,1.8,3.7,15,2-JKS048.90_7,0.047435897435897434,0.024709999999999992,2.4414062500000016e-4,-92.6358974358974
SECCHI_DEPTH,2-JKS048.90,8,2.525,1.7,3.6,16,2-JKS048.90_8,0.014583333333333346,0.024709999999999982,0.15330922384913984,-26.93958333333334
SECCHI_DEPTH,2-JKS048.90,9,2.566666666666667,2,3.3,12,2-JKS048.90_9,-0.01909090909090911,0.024709999999999982,0.008719255452889258,40.64000000000007
SECCHI_DEPTH,2-JKS048.90,10,2.3153846153846156,1.5,3,17,2-JKS048.90_10,-0.031696428571428584,0.04092794318181816,0.09423828125000008,65.70491071428575
SECCHI_DEPTH,2-JKS053.48,5,1.4307692307692308,0.8,2.3,15,2-JKS053.48_5,-0.002678571428571425,0.017589436274509797,0.9063293908364868,6.791964285714264
SECCHI_DEPTH,2-JKS053.48,6,1.8,1.3,2.7,13,2-JKS053.48_6,-0.023214285714285715,0.009331048951048958,0.064453125,48.20892857142856
SECCHI_DEPTH,2-JKS053.48,7,1.4,0.7,2,14,2-JKS053.48_7,-0.013392857142857146,0.012443250000000015,0.07504773652740883,28.031249999999993
SECCHI_DEPTH,2-JKS053.48,8,1.218181818181818,0.4,2.3,15,2-JKS053.48_8,-0.003333333333333336,0.023474500000000002,0.8938515743339042,8.109999999999996
SECCHI_DEPTH,2-JKS053.48,9,1.018181818181818,0.4,1.9,11,2-JKS053.48_9,0.006249999999999999,0.012443249999999994,0.24023437499999997,-11.612499999999997
SECCHI_DEPTH,2-JKS053.48,10,1.2181818181818183,0.4,2.8,14,2-JKS053.48_10,-0.0028571428571428576,0.016591000000000015,0.36523437499999994,6.334285714285711
SECCHI_DEPTH,2-MBN000.96,5,1.27,0.8,2,10,2-MBN000.96_5,-0.028055555555555542,0.016465413461538465,0.001953125,57.73555555555552
SECCHI_DEPTH,2-MBN000.96,6,1.0181818181818183,0.7,1.4,11,2-MBN000.96_6,-0.01428571428571429,0.014649499999999996,0.0038398001324249967,29.885714285714375
SECCHI_DEPTH,2-MBN000.96,7,1.33,0.9,2,10,2-MBN000.96_7,0,0.03339923076923077,1,1.5
SECCHI_DEPTH,2-MBN000.96,8,1.0555555555555556,0.6,1.5,9,2-MBN000.96_8,0.005555555555555554,0.03706499999999999,0.8203125,-10.133333333333326
SECCHI_DEPTH,2-MBN000.96,9,1.211111111111111,0.6,2.3,9,2-MBN000.96_9,-0.1,0.05353833333333333,0.024265276173783462,202.39999999999998
SECCHI_DEPTH,2-MBN000.96,10,0.8714285714285714,0.7,1,8,2-MBN000.96_10,0.012499999999999997,0.018532499999999993,0.15625000000000006,-24.312500000000014
SECCHI_DEPTH,2-POL017.59,5,3.3,1,4.9,14,2-POL017.59_5,-0.06122994652406418,0.08741759666803782,0.07744208512638945,126.7048128342246
SECCHI_DEPTH,2-POL017.59,6,2.6916666666666664,1.7,4.5,14,2-POL017.59_6,-0.0714285714285715,0.05920772727272728,0.02017256015894414,146.45000000000007
SECCHI_DEPTH,2-POL017.59,7,2.25,0.4,3.8,13,2-POL017.59_7,-0.15476190476190477,0.1028995,0.057144679012548216,313.6714285714286
SECCHI_DEPTH,2-POL017.59,8,2.1333333333333333,0.9,3.5,11,2-POL017.59_8,-0.05320512820512821,0.035462923076923086,0.00390625,108.10833333333333
SECCHI_DEPTH,2-POL017.59,9,1.6846153846153846,1.2,3.2,14,2-POL017.59_9,-0.009191176470588244,0.01362683823529413,0.22127181567246965,19.97536764705884
SECCHI_DEPTH,2-POL017.59,10,1.62,1.1,2.2,12,2-POL017.59_10,0.012631578947368426,0.03369545454545454,0.2339528334705896,-23.788421052631584
SECCHI_DEPTH,2-SDY004.27,5,1.32,0.9,2,10,2-SDY004.27_5,-0.03892857142857143,0.015884999999999996,0.014266186701446927,79.76857142857145
SECCHI_DEPTH,2-SDY004.27,6,0.990909090909091,0.8,1.4,11,2-SDY004.27_6,-0.01833333333333333,0.006177500000000019,0.012772494550201767,37.97
SECCHI_DEPTH,2-SDY004.27,7,1.28,0.9,1.9,10,2-SDY004.27_7,-0.009999999999999998,0.03839553846153847,0.94411409557764,21.380000000000017
SECCHI_DEPTH,2-SDY004.27,8,1.1111111111111112,0.7,1.8,9,2-SDY004.27_8,-0.04658119658119658,0.03905628205128206,0.07421875,94.7542735042735
SECCHI_DEPTH,2-SDY004.27,9,1.2444444444444445,0.7,2.4,9,2-SDY004.27_9,-0.08333333333333337,0.020591666666666716,0.014978337753425048,168.81666666666666
SECCHI_DEPTH,2-SDY004.27,10,0.8428571428571429,0.7,1.1,8,2-SDY004.27_10,0.018750000000000003,0.023947840909090922,0.046875000000000014,-36.96875000000001
SECCHI_DEPTH,2-SDY005.85,5,1.23,0.8,2,10,2-SDY005.85_5,-0.04330357142857143,0.015884999999999996,0.007963489206549986,88.49642857142855
SECCHI_DEPTH,2-SDY005.85,6,0.9181818181818182,0.6,1.4,11,2-SDY005.85_6,-0.021428571428571432,0.015179000000000008,0.010826921277131309,44.17857142857143
SECCHI_DEPTH,2-SDY005.85,7,1.1400000000000001,0.8,1.7,10,2-SDY005.85_7,0.009999999999999986,0.04871400000000003,1,-18.779999999999976
SECCHI_DEPTH,2-SDY005.85,8,1.011111111111111,0.7,1.5,9,2-SDY005.85_8,-0.025555555555555547,0.05142033333333332,0.1640625,52.64333333333332
SECCHI_DEPTH,2-SDY005.85,9,1.1111111111111112,0.7,1.8,9,2-SDY005.85_9,-0.05357142857142859,0.02559249999999997,0.0078125,108.94642857142857
SECCHI_DEPTH,2-SDY005.85,10,0.8857142857142857,0.6,1,8,2-SDY005.85_10,-0.016025641025641024,0.001765000000000004,0.036031686218233556,33.123717948717925
SECCHI_DEPTH,4ABSA000.62,5,2.552380952380952,1.6,4.7,23,4ABSA000.62_5,0.002272727272727275,0.019381349686119487,1,-2.1500000000001944
SECCHI_DEPTH,4ABSA000.62,6,3.286363636363636,1.8,6.2,31,4ABSA000.62_6,-0.01909090909090906,0.04694899999999999,0.20539595850121953,41.905454545454404
SECCHI_DEPTH,4ABSA000.62,7,3.0375,2,4.1,25,4ABSA000.62_7,0.04701754385964911,0.02893671052631575,1.0526213653201444e-4,-91.34017543859648
SECCHI_DEPTH,4ABSA000.62,8,2.482608695652174,0.9,3.5,31,4ABSA000.62_8,0.013942307692307705,0.025303990384615407,0.4953789231943616,-25.454326923076923
SECCHI_DEPTH,4ABSA000.62,9,2.465,1.2,3.5,20,4ABSA000.62_9,-0.034999999999999976,0.05189099999999996,0.010988196340194312,72.94499999999991
SECCHI_DEPTH,4ABSA000.62,10,2.73,1.8,4,28,4ABSA000.62_10,-0.00416666666666667,0.04461217194570135,0.7938356323393149,10.950000000000083
SECCHI_DEPTH,4ABWR002.50,5,2.5428571428571427,1.4,3.7,25,4ABWR002.50_5,0,0.029122500000000023,0.7794813238029825,2.1999999999999944
SECCHI_DEPTH,4ABWR002.50,6,3.4458333333333333,1.8,6.4,35,4ABWR002.50_6,-0.028431372549019597,0.06120476923076921,0.05160330110398044,59.527450980392125
SECCHI_DEPTH,4ABWR002.50,7,3.1043478260869564,2.2,4,27,4ABWR002.50_7,0.027205882352941187,0.03379455882352942,0.0025335493612834927,-51.575000000000045
SECCHI_DEPTH,4ABWR002.50,8,2.504,0.9,3.5,33,4ABWR002.50_8,-4.46428571428572e-4,0.03416955301857586,0.2296623602420801,3.293750000000001
SECCHI_DEPTH,4ABWR002.50,9,2.555,1.5,3.7,22,4ABWR002.50_9,-0.00454545454545455,0.04027409090909089,0.046332729793395394,11.722727272727333
SECCHI_DEPTH,4ABWR002.50,10,2.738095238095238,1.5,3.7,31,4ABWR002.50_10,-0.022708333333333323,0.033667374999999986,0.017758060988086945,48.530208333333334
SECCHI_DEPTH,4ABWR010.55,5,1.7904761904761906,1.2,2.7,25,4ABWR010.55_5,0,0.021709500000000003,0.20520362244973908,1.7000000000000002
SECCHI_DEPTH,4ABWR010.55,6,2.0541666666666667,0.8,3,34,4ABWR010.55_6,-0.03818181818181818,0.031112136363636352,0.0010662708793253463,79.2154545454545
SECCHI_DEPTH,4ABWR010.55,7,1.8458333333333332,0.8,2.8,27,4ABWR010.55_7,-0.013392857142857154,0.03944774999999998,0.04000912957163297,29.086607142857158
SECCHI_DEPTH,4ABWR010.55,8,1.752,0.9,2.5,35,4ABWR010.55_8,-0.04017857142857144,0.018404797058823533,1.5326769400449011e-4,82.4794642857143
SECCHI_DEPTH,4ABWR010.55,9,1.795,0.7,3.5,22,4ABWR010.55_9,-0.052272727272727276,0.05083199999999999,2.876189023078103e-4,106.78181818181818
SECCHI_DEPTH,4ABWR010.55,10,2.18,0.6,3.1,30,4ABWR010.55_10,-0.01306818181818181,0.03790738636363637,0.1908721882461004,28.61079545454544
SECCHI_DEPTH,4ABWR017.42,5,0.98,0.2,2,25,4ABWR017.42_5,-0.013750000000000007,0.02391575000000001,0.010824932907899262,28.517500000000013
SECCHI_DEPTH,4ABWR017.42,6,0.8909090909090909,0.1,1.5,31,4ABWR017.42_6,-0.0125,0.0185325,0.13119981276974468,26.13125
SECCHI_DEPTH,4ABWR017.42,7,0.9391304347826087,0.5,1.2,27,4ABWR017.42_7,0,0.010237000000000008,0.4431391248234647,1
SECCHI_DEPTH,4ABWR017.42,8,1.084,0.5,2,31,4ABWR017.42_8,0,0.020121000000000003,0.9518663093977606,1
SECCHI_DEPTH,4ABWR017.42,9,1.12,0.5,2,22,4ABWR017.42_9,0.007142857142857133,0.02903424999999998,0.27625247598920494,-13.171428571428578
SECCHI_DEPTH,4ABWR017.42,10,1.2947368421052632,0.7,1.7,28,4ABWR017.42_10,-0.023611111111111104,0.0031823484848484845,0.003995945729646899,48.84027777777778
SECCHI_DEPTH,4ACCK001.80,5,2.659090909090909,1.5,4.4,25,4ACCK001.80_5,-0.003571428571428575,0.04235999999999996,0.8879790457895647,9.971428571428564
SECCHI_DEPTH,4ACCK001.80,6,3.28,1.5,6.5,30,4ACCK001.80_6,0.040833333333333346,0.031711166666666665,4.2968988418579096e-4,-78.83000000000001
SECCHI_DEPTH,4ACCK001.80,7,3.38,2.1,4.4,25,4ACCK001.80_7,0.07032967032967032,0.03339923076923079,4.172325134277342e-6,-138.12967032967026
SECCHI_DEPTH,4ACCK001.80,8,2.966666666666667,1.9,4.1,27,4ACCK001.80_8,0,0.013590500000000009,0.2552110754513823,3.2000000000007276
SECCHI_DEPTH,4ACCK001.80,9,3,1.7,4.5,26,4ACCK001.80_9,0.0026315789473684236,0.03186289473684211,0.795075751282456,-2.4736842105263337
SECCHI_DEPTH,4ACCK001.80,10,3.1055555555555556,2.2,4,24,4ACCK001.80_10,-0.021785714285714304,0.03229950000000002,0.6907673187433123,46.65642857142865
SECCHI_DEPTH,4ACOA000.60,5,2.555,1.4,4.1,24,4ACOA000.60_5,0.00833333333333334,0.04324249999999991,0.9851059871986608,-14.411111111111117
SECCHI_DEPTH,4ACOA000.60,6,3.425,2.1,6,31,4ACOA000.60_6,0.024499999999999994,0.039015789473684205,0.13214052976675467,-45.775499999999965
SECCHI_DEPTH,4ACOA000.60,7,3.2583333333333333,2.6,4.2,25,4ACOA000.60_7,0.015340909090909105,0.022055872529644256,0.0025927643836679256,-27.66647727272729
SECCHI_DEPTH,4ACOA000.60,8,2.596,1,3.7,29,4ACOA000.60_8,0.00416666666666667,0.029240166666666675,0.51313802391175245,-5.729166666666686
SECCHI_DEPTH,4ACOA000.60,9,2.595,1.5,4,20,4ACOA000.60_9,-0.01666666666666668,0.04000666666666665,0.04926997046675568,35.89583333333335
SECCHI_DEPTH,4ACOA000.60,10,2.780952380952381,1.9,3.5,27,4ACOA000.60_10,-0.0464285714285714,0.03353500000000002,0.0023453407228774515,96.06785714285712
SECCHI_DEPTH,4AGIL002.39,5,1.6761904761904762,0.8,2.4,25,4AGIL002.39_5,-0.00277777777777778,0.02360393333333333,0.1650288888683982,7.366666666666763
SECCHI_DEPTH,4AGIL002.39,6,2.0956521739130434,1.2,3.6,33,4AGIL002.39_6,-0.04583333333333334,0.03794750000000001,1.8143653869628904e-4,94.40000000000003
SECCHI_DEPTH,4AGIL002.39,7,1.7565217391304349,0.9,2.5,27,4AGIL002.39_7,0.00454545454545455,0.01620590909090908,0.5135122084474673,-7.568181818181842
SECCHI_DEPTH,4AGIL002.39,8,1.6791666666666667,0.9,2.4,33,4AGIL002.39_8,-0.012499999999999997,0.018532499999999993,0.08714776631933184,26.724999999999994
SECCHI_DEPTH,4AGIL002.39,9,1.8666666666666667,1,2.8,22,4AGIL002.39_9,-0.04142857142857144,0.03314126923076921,0.008588822102697015,85.20571428571432
SECCHI_DEPTH,4AGIL002.39,10,2.02,0.6,3,29,4AGIL002.39_10,-0.03431372549019608,0.02213837104072397,4.808329492440132e-4,71.2156862745098
SECCHI_DEPTH,4AROA000.00,5,1.15,0.7,1.5,12,4AROA000.00_5,0.02833333333333332,0.04043454545454546,0.09661420844785217,-55.88666666666661
SECCHI_DEPTH,4AROA000.00,6,1.3666666666666667,0.5,2.2,13,4AROA000.00_6,0,0.028239999999999984,0.3627265064850982,1.2000000000000455
SECCHI_DEPTH,4AROA000.00,7,1.5076923076923077,1.2,1.9,14,4AROA000.00_7,-0.0071428571428571435,0.008721176470588253,0.40153441947093704,15.735714285714288
SECCHI_DEPTH,4AROA000.00,8,1.4833333333333334,1,2,13,4AROA000.00_8,-0.011805555555555566,0.015443750000000011,0.14217097652073554,25.21111111111113
SECCHI_DEPTH,4AROA000.00,9,1.3333333333333333,0.6,2,12,4AROA000.00_9,0.010096153846153855,0.0194489423076923,0.12627892855469783,-19.07403846153847
SECCHI_DEPTH,4AROA000.00,10,1.2545454545454546,0.4,2.2,11,4AROA000.00_10,0.034848484848484844,0.016719363636363643,0.006835937499999999,-69.65454545454541
SECCHI_DEPTH,4AROA004.54,5,1.1888888888888889,0.8,1.5,12,4AROA004.54_5,0.031428571428571445,0.03371149999999998,0.09765625,-62.21714285714292
SECCHI_DEPTH,4AROA004.54,6,1.1307692307692307,0.4,1.9,13,4AROA004.54_6,0.0026315789473684236,0.009015011961722486,0.044010984012951455,-4.213157894736855
SECCHI_DEPTH,4AROA004.54,7,1.3,1.1,1.7,14,4AROA004.54_7,0,0.00780315789473684,0.7998461056624733,1.100000000000182
SECCHI_DEPTH,4AROA004.54,8,1.3166666666666667,0.9,1.7,13,4AROA004.54_8,0.013596491228070169,0.018532499999999973,0.14217097652073554,-26.09298245614034
SECCHI_DEPTH,4AROA004.54,9,1.4,1,1.9,12,4AROA004.54_9,-0.012499999999999983,0.02321439473684212,0.7597658259780666,26.399999999999977
SECCHI_DEPTH,4AROA004.54,10,1.2636363636363637,0.5,2.2,11,4AROA004.54_10,0.08333333333333331,0.07412999999999997,0.018554687499999997,-167.13333333333327
SECCHI_DEPTH,4AROA008.66,5,1.2125,0.7,1.6,12,4AROA008.66_5,0.02916666666666669,0.054362,0.16040081075525128,-57.45833333333343
SECCHI_DEPTH,4AROA008.66,6,1.3166666666666667,0.6,2.1,13,4AROA008.66_6,0.04714285714285713,0.06989399999999998,0.029772876343039233,-93.76714285714286
SECCHI_DEPTH,4AROA008.66,7,1.3545454545454545,0.8,2.4,14,4AROA008.66_7,0.0050000000000000044,0.01131457894736843,0.3080632299071987,-9.070000000000004
SECCHI_DEPTH,4AROA008.66,8,1.6454545454545455,1.1,2.6,13,4AROA008.66_8,0,0.02695636363636364,0.2339528334705896,1.2000000000000077
SECCHI_DEPTH,4AROA008.66,9,1.7888888888888888,1.2,2.3,12,4AROA008.66_9,0.042499999999999996,0.0488905,0.07421875,-83.9075
SECCHI_DEPTH,4AROA008.66,10,1.58,0.5,3.2,11,4AROA008.66_10,0.08,0.06301050000000001,0.005857099085284128,-159.95999999999998
SECCHI_DEPTH,4AROA018.36,5,1.6181818181818182,1,2.4,15,4AROA018.36_5,0.03833333333333333,0.03541766666666669,0.06738281249999999,-75.97999999999999
SECCHI_DEPTH,4AROA018.36,6,1.95,1.4,2.7,16,4AROA018.36_6,-0.0375,0.0074780263157894706,0.002516496563841506,77.5
SECCHI_DEPTH,4AROA018.36,7,2.142857142857143,1.6,2.7,18,4AROA018.36_7,0,0.009820641025641034,0.6240645324651699,2.149999999999939
SECCHI_DEPTH,4AROA018.36,8,2.269230769230769,1.8,2.9,18,4AROA018.36_8,-0.0038461538461538494,0.02052830769230771,0.6661372044883171,9.880769230769262
SECCHI_DEPTH,4AROA018.36,9,2.2916666666666665,1.4,3.5,13,4AROA018.36_9,-0.0068749999999999905,0.05844865384615384,0.3393554687500002,16.149999999999988
SECCHI_DEPTH,4AROA018.36,10,1.83,1.2,2.5,11,4AROA018.36_10,0,0.052508750000000014,0.7348605992017886,1.6999999999999698
SECCHI_DEPTH,4AROA022.52,5,1.5909090909090908,0.7,2.1,12,4AROA022.52_5,0.035555555555555556,0.06198091666666665,0.06738281249999999,-70.08666666666669
SECCHI_DEPTH,4AROA022.52,6,1.8333333333333333,1.4,2.5,12,4AROA022.52_6,-0.01937499999999999,0.010295833333333339,0.0038398001324249967,40.926874999999974
SECCHI_DEPTH,4AROA022.52,7,1.823076923076923,1.4,2.2,14,4AROA022.52_7,-0.01666666666666668,0.027181000000000004,0.12608955395259033,35.450000000000124
SECCHI_DEPTH,4AROA022.52,8,2.1307692307692307,1.7,2.6,13,4AROA022.52_8,0.009126984126984126,0.013531666666666664,0.32679956766896595,-16.481746031746034
SECCHI_DEPTH,4AROA022.52,9,2.2333333333333334,1.5,3.4,12,4AROA022.52_9,0.029285714285714276,0.030710999999999856,0.35052890898233335,-56.542857142857144
SECCHI_DEPTH,4AROA022.52,10,2.04,1.1,2.6,10,4AROA022.52_10,0.056410256410256404,0.03912416666666669,0.10546875,-111.58461538461539
SECCHI_DEPTH,4AROA028.04,5,1.3636363636363635,0.7,2.1,12,4AROA028.04_5,0.036666666666666695,0.04612533333333338,0.06738281249999999,-72.613333333333415
SECCHI_DEPTH,4AROA028.04,6,1.5166666666666666,1.1,2,12,4AROA028.04_6,-0.023611111111111104,0.016473333333333305,0.002506841661528247,49.23333333333333
SECCHI_DEPTH,4AROA028.04,7,1.6083333333333334,1.2,2.2,14,4AROA028.04_7,-0.014285714285714282,0.018532499999999986,0.2659295046790234,30.257142857142853
SECCHI_DEPTH,4AROA028.04,8,1.875,1.2,2.9,13,4AROA028.04_8,-0.007142857142857133,0.027067203947368435,0.8383602338389031,16.30000000000002
SECCHI_DEPTH,4AROA028.04,9,1.8272727272727272,1.2,2.7,12,4AROA028.04_9,0,0.03706499999999999,1,1.5
SECCHI_DEPTH,4AROA028.04,10,1.5222222222222221,1.1,2,10,4AROA028.04_10,0.024999999999999994,0.024709999999999992,0.0546875,-49.0499999999999
SECCHI_DEPTH,4AROA032.42,5,1.2,0.5,1.7,12,4AROA032.42_5,0,0.0304123076923077,0.5408179042426178,1.1999999999999318
SECCHI_DEPTH,4AROA032.42,6,1.2636363636363637,1,1.5,12,4AROA032.42_6,-0.00714285714285715,0.011031249999999982,0.08005791998443475,15.700000000000054
